first,last,nickname,height,weight,reach,stance,w,l,d,belt,SLpM,Str. Acc.,SApM,Str. Def,TD Avg,TD Acc.,TD Def.,Sub. Avg.
Derek,Getzel,The Pretzel,"6' 0""",155 lbs.,n/a,n/a,3,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Darrel,Gholar,n/a,"5' 8""",194 lbs.,n/a,Orthodox,5,6,0,n/a,0,0%,0,0%,0,0%,0%,0
Tiki,Ghosn,n/a,"5' 10""",170 lbs.,n/a,Orthodox,10,7,1,n/a,2.78,46%,2.94,58%,0.41,50%,61%,0
Christos,Giagos,The Spartan,"5' 10""",155 lbs.,"71.0""",Orthodox,11,4,0,n/a,2.16,38%,1.68,47%,0.65,20%,37%,0.7
Nick,Gibbons,n/a,"5' 10""",155 lbs.,n/a,n/a,2,1,0,n/a,0,0%,0,0%,0,0%,0%,0
James,Giboo,n/a,"5' 11""",170 lbs.,n/a,Orthodox,13,5,0,n/a,1.2,27%,7.08,39%,0,0%,0%,0
Lance,Gibson,Fearless,"5' 9""",185 lbs.,n/a,Orthodox,4,5,0,n/a,1.21,75%,6.44,20%,0,0%,0%,0
Lee,Gibson,Lethal,"5' 7""",155 lbs.,n/a,n/a,12,3,0,n/a,0,0%,0,0%,0,0%,0%,0
Cody,Gibson,The Renegade,"5' 10""",135 lbs.,"71.0""",Orthodox,12,6,0,n/a,2.47,31%,2.54,63%,1.85,38%,58%,0.4
Kenny,Giddens,n/a,"5' 11""",155 lbs.,n/a,n/a,12,7,0,n/a,0,0%,0,0%,0,0%,0%,0
Joe,Gigliotti,Capo,"5' 11""",185 lbs.,"69.0""",Orthodox,7,2,0,n/a,1.04,39%,2.92,45%,1.56,100%,50%,0.8
Joey,Gilbert,n/a,"5' 11""",155 lbs.,n/a,Orthodox,2,3,0,n/a,0.61,42%,4.44,31%,0,0%,0%,0
Kultar,Gill,Black Mamba,"6' 0""",154 lbs.,n/a,Orthodox,10,8,0,n/a,1.14,50%,0.4,41%,1.71,66%,38%,0
Jesse,Gillespie,n/a,n/a,185 lbs.,n/a,n/a,3,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Gregor,Gillespie,The Gift,"5' 9""",155 lbs.,"71.0""",Orthodox,8,0,0,n/a,2.73,45%,2.87,57%,5,26%,0%,0
Jason,Gilliam,n/a,"6' 0""",170 lbs.,n/a,Orthodox,14,5,0,n/a,0.79,33%,3.14,42%,0,0%,0%,0
Krishaun,Gilmore,n/a,n/a,n/a,n/a,n/a,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Bob,Gilstrap,n/a,"6' 3""",200 lbs.,n/a,Orthodox,5,6,0,n/a,0,0%,0,0%,0,0%,0%,0
Demetrius,Gioulacos,n/a,"5' 11""",185 lbs.,n/a,n/a,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Billy,Giovanella,Wolverine,"5' 8""",125 lbs.,n/a,n/a,9,4,0,n/a,1.27,40%,2.02,52%,0.87,12%,100%,1.7
He-Man,Gipson,n/a,n/a,n/a,n/a,n/a,1,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Israel,Giron,El Rojo,"5' 8""",155 lbs.,n/a,n/a,18,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Brandon,Girtz,Cold Roll,"5' 7""",155 lbs.,n/a,n/a,13,4,0,n/a,2.5,60%,1.92,47%,5.76,100%,100%,0
Jason,Glaza,n/a,"6' 0""",230 lbs.,n/a,n/a,2,2,0,n/a,4.34,54%,0.43,40%,4.34,100%,0%,4.3
Mike,Glenn,n/a,n/a,205 lbs.,n/a,n/a,5,6,0,n/a,0,0%,0,0%,0,0%,0%,0
Rick,Glenn,The Gladiator,"6' 0""",155 lbs.,"70.0""",Southpaw,18,4,1,n/a,3.87,37%,9.6,48%,0,0%,66%,0
Mark,Godbeer,The Hand Of,"6' 4""",240 lbs.,"77.0""",Orthodox,11,3,0,n/a,2.21,45%,1.32,72%,0,0%,0%,0
Clint,Godfrey,n/a,"5' 6""",135 lbs.,n/a,Southpaw,12,3,0,n/a,0.57,31%,0.96,65%,0.85,25%,50%,0
Jason,Godsey,n/a,"6' 2""",230 lbs.,n/a,Orthodox,16,16,0,n/a,0,0%,0,0%,0,0%,0%,0
Allan,Goes,n/a,"6' 0""",205 lbs.,n/a,Orthodox,10,5,2,n/a,0.64,52%,1.35,41%,1.75,40%,0%,2.6
Jonny,Goh,n/a,"5' 11""",155 lbs.,n/a,n/a,3,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Sergio,Gomez,n/a,"5' 6""",155 lbs.,n/a,Orthodox,10,3,0,n/a,1.5,42%,1.16,56%,2.57,66%,31%,0
Frank,Gomez,n/a,"5' 10""",135 lbs.,"67.0""",Orthodox,10,4,0,n/a,1.52,48%,0.79,66%,1.14,60%,70%,0.8
Alan,Gomez,n/a,n/a,155 lbs.,n/a,n/a,2,0,0,n/a,0,0%,0,0%,0,0%,0%,0
David,Gomez,n/a,n/a,155 lbs.,n/a,n/a,1,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Ulysses,Gomez,Useless,"5' 6""",125 lbs.,"66.0""",Orthodox,9,4,0,n/a,2.72,25%,3.57,68%,0,0%,0%,0
Joey,Gomez,KO King,"5' 10""",135 lbs.,"73.0""",Orthodox,6,2,0,n/a,2.44,28%,4.46,55%,0.62,100%,50%,0
Takanori,Gomi,The Fireball Kid,"5' 7""",155 lbs.,"70.0""",Southpaw,35,12,0,n/a,3.85,41%,3.47,60%,1.25,65%,63%,0.8
Akihiro,Gono,n/a,"5' 7""",170 lbs.,"68.0""",Switch,32,16,7,n/a,2.18,48%,2.67,63%,1.01,84%,46%,0.5
Gabriel,Gonzaga,Napao,"6' 2""",242 lbs.,"76.0""",Orthodox,17,11,0,n/a,2.12,45%,2.94,57%,2.8,39%,66%,1.1
Fernando,Gonzalez,The Menifee Maniac,"5' 9""",170 lbs.,"68.0""",Southpaw,19,11,0,n/a,4.18,44%,4.22,65%,0.6,25%,43%,1.5
Nick,Gonzalez,The Ghost,"5' 6""",155 lbs.,n/a,Orthodox,17,9,0,n/a,0.59,20%,2.35,33%,0,0%,50%,0
Fabian,Gonzalez,n/a,"5' 10""",135 lbs.,n/a,n/a,2,1,0,n/a,3.9,48%,4.39,51%,0,0%,66%,0
Lewis,Gonzalez,Lethal,"5' 10""",170 lbs.,"73.0""",Orthodox,10,2,0,n/a,1.4,37%,1.87,41%,2,33%,62%,0
Jason,Gonzalez,Nicoyas,"6' 2""",155 lbs.,"74.0""",Southpaw,10,3,0,n/a,5.71,33%,11.43,51%,0,0%,100%,0
Kier,Gooch,n/a,n/a,155 lbs.,n/a,n/a,2,7,0,n/a,0,0%,0,0%,0,0%,0%,0
Lyman,Good,Cyborg,"6' 0""",170 lbs.,"74.0""",Orthodox,19,3,0,n/a,6.38,51%,2.32,79%,0,0%,0%,0
Gary,Goodridge,Big Daddy,"6' 3""",249 lbs.,n/a,Orthodox,23,22,1,n/a,1.84,56%,2.14,48%,0.4,100%,53%,0.8
Jordan,Goodwin,n/a,n/a,155 lbs.,n/a,n/a,0,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Gerard,Gordeau,n/a,"6' 5""",216 lbs.,n/a,Orthodox,2,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Eddie,Gordon,Truck,"6' 0""",185 lbs.,"76.0""",Orthodox,8,4,0,n/a,2.03,32%,2.57,60%,1.93,83%,63%,0
Tim,Gorman,The Psycho,"5' 5""",135 lbs.,"68.0""",Southpaw,9,4,0,n/a,2.73,31%,5.57,46%,1,9%,33%,0
Chase,Gormley,n/a,"6' 3""",265 lbs.,n/a,Orthodox,7,4,0,n/a,3.6,42%,6.03,44%,3.12,42%,0%,1
Jonathan,Goulet,The Road Warrior,"6' 0""",170 lbs.,"73.0""",Orthodox,23,12,0,n/a,1.61,41%,2,46%,4.17,70%,45%,0.6
Thibault,Gouti,GT,"5' 10""",155 lbs.,"72.0""",Orthodox,11,3,0,n/a,2.28,38%,4.63,37%,0,0%,62%,0
Wilson,Gouveia,n/a,"6' 1""",185 lbs.,"76.0""",Orthodox,12,8,0,n/a,3.02,39%,4.06,56%,0.9,66%,57%,2.2
Todd,Gouwenberg,n/a,"6' 1""",205 lbs.,n/a,Orthodox,9,5,0,n/a,0.52,23%,2.93,42%,1.57,33%,50%,0
Hugo,Govea,n/a,n/a,n/a,n/a,n/a,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Justin,Governale,The Therapist,n/a,145 lbs.,n/a,n/a,4,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Damian,Grabowski,The Polish Pitbull,"6' 1""",241 lbs.,n/a,Orthodox,20,4,0,n/a,0.79,33%,9.14,50%,0,0%,0%,0
Royce,Gracie,n/a,"6' 1""",175 lbs.,n/a,Southpaw,14,2,3,n/a,0.88,41%,1.13,37%,0,0%,66%,0.8
Crosley,Gracie,n/a,"5' 9""",190 lbs.,n/a,Orthodox,2,2,0,n/a,1.69,37%,1.54,60%,3.46,85%,50%,0.6
Daniel,Gracie,n/a,"6' 2""",225 lbs.,n/a,Orthodox,5,4,1,n/a,1.9,38%,1.33,59%,0.36,100%,80%,2.1
Ralph,Gracie,n/a,"5' 9""",183 lbs.,n/a,Orthodox,6,1,0,n/a,0.86,37%,1.72,31%,0,0%,25%,4
Renzo,Gracie,n/a,"5' 10""",185 lbs.,n/a,Orthodox,14,6,1,n/a,1.71,41%,1.67,55%,1.13,20%,40%,0.8
Rickson,Gracie,n/a,"5' 10""",185 lbs.,n/a,Switch,11,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Rodrigo,Gracie,n/a,"6' 0""",183 lbs.,n/a,Orthodox,6,2,1,n/a,1.34,51%,0.86,46%,1.49,50%,75%,0.4
Royler,Gracie,n/a,"5' 8""",150 lbs.,n/a,Southpaw,5,5,1,n/a,0,0%,0,0%,0,0%,0%,0
Ryan,Gracie,n/a,"5' 9""",200 lbs.,n/a,Orthodox,5,2,0,n/a,0.82,61%,0.5,40%,2.83,75%,25%,0.9
Ralek,Gracie,n/a,"6' 2""",210 lbs.,n/a,Orthodox,3,0,0,n/a,1.61,46%,1.05,55%,2.5,75%,0%,1.7
Rolles,Gracie,n/a,"6' 4""",242 lbs.,n/a,Orthodox,5,1,0,n/a,2.3,32%,3.38,55%,2.3,10%,0%,0
Cesar,Gracie,n/a,"5' 10""",181 lbs.,n/a,Orthodox,0,1,0,n/a,0,0%,17.14,50%,0,0%,0%,0
Roger,Gracie,n/a,"6' 4""",185 lbs.,"79.0""",Orthodox,6,2,0,n/a,1.78,35%,1.79,61%,1.87,53%,60%,1.9
Igor,Gracie,n/a,"5' 11""",170 lbs.,n/a,n/a,4,2,0,n/a,1.86,60%,0.99,50%,3.72,50%,0%,3.7
Neiman,Gracie,n/a,"6' 0""",170 lbs.,n/a,n/a,3,0,0,n/a,0.77,100%,0.38,75%,5.77,100%,0%,5.8
Steven,Graham,n/a,"6' 1""",290 lbs.,n/a,Orthodox,2,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Scott,Graham,n/a,"6' 4""",185 lbs.,n/a,Orthodox,3,1,0,n/a,0.91,42%,2.27,28%,0,0%,0%,0
TJ,Grant,n/a,"5' 10""",155 lbs.,"72.0""",Orthodox,21,5,0,n/a,3.95,54%,3.21,56%,1.63,43%,36%,0.6
Davey,Grant,Dangerous,"5' 8""",135 lbs.,"69.0""",n/a,10,3,0,n/a,3.59,53%,1.37,69%,1.28,30%,64%,0
Alexa,Grasso,n/a,"5' 5""",115 lbs.,"66.0""",Orthodox,9,0,0,n/a,4.33,48%,2.67,54%,1,50%,100%,0
Michael,Graves,n/a,"5' 10""",170 lbs.,"71.0""",n/a,6,0,1,n/a,1.25,54%,1.47,58%,4.8,52%,66%,0.4
Sam,Greco,n/a,"6' 2""",205 lbs.,n/a,Orthodox,3,1,1,n/a,2.4,75%,1.33,53%,0,0%,25%,1
Bobby,Green,King,"5' 10""",155 lbs.,"71.0""",Orthodox,23,7,0,n/a,4.38,48%,3.16,66%,1.22,33%,81%,0.3
Matt,Grice,The Real One,"5' 8""",145 lbs.,"70.0""",Orthodox,15,5,0,n/a,4.09,53%,2.69,56%,2.19,37%,82%,0.5
Forrest,Griffin,n/a,"6' 3""",205 lbs.,"77.0""",Orthodox,19,7,0,n/a,4.38,36%,2.81,61%,1.05,48%,57%,0.7
Tyson,Griffin,n/a,"5' 6""",145 lbs.,"68.0""",Orthodox,15,6,0,n/a,3.71,41%,2.3,65%,1.87,46%,59%,0.9
Max,Griffin,Pain,"5' 11""",170 lbs.,"76.0""",Orthodox,13,3,0,n/a,2.12,43%,2.2,45%,0,0%,33%,1.1
Chad,Griggs,The Grave Digger,"6' 1""",205 lbs.,"73.0""",Orthodox,11,3,0,n/a,2.67,50%,2.22,46%,1.51,66%,41%,0
Chuck,Grigsby,The Reverend,"6' 6""",205 lbs.,n/a,Orthodox,19,8,0,n/a,0.71,16%,3.29,46%,0,0%,66%,0
Rodrigo,Gripp de Sousa,Riscado,"5' 11""",205 lbs.,n/a,Orthodox,7,9,0,n/a,0.48,23%,4.81,52%,0,0%,0%,9.6
Josh,Grispi,The Fluke,"5' 11""",145 lbs.,"74.0""",Orthodox,14,5,0,n/a,1.44,41%,3.71,50%,1.97,36%,16%,2.2
Garrett,Gross,n/a,"6' 0""",155 lbs.,n/a,n/a,7,4,0,n/a,2.5,42%,0.87,61%,0,0%,57%,0
Kendall,Grove,Da Spyder,"6' 6""",185 lbs.,"79.0""",Orthodox,13,10,0,n/a,2.31,41%,2.4,54%,0.49,45%,56%,1.7
Neil,Grove,Goliath,"6' 6""",265 lbs.,n/a,Orthodox,11,5,1,n/a,0,0%,0,0%,0,0%,100%,14.3
Chris,Gruetzemacher,Gritz,"5' 8""",155 lbs.,"69.0""",n/a,13,1,0,n/a,6.87,56%,6.27,50%,0,0%,80%,0
Vik,Grujic,The Spartan,"5' 11""",170 lbs.,"73.0""",Orthodox,7,6,0,n/a,2.24,48%,3.39,41%,1.18,33%,26%,0.4
Nandor,Guelmino,The Hun,"6' 3""",230 lbs.,"76.0""",n/a,11,5,1,n/a,3.62,56%,3.16,33%,0,0%,42%,0
Fabricio,Guerreiro,n/a,"5' 10""",145 lbs.,n/a,n/a,20,4,0,n/a,1.87,31%,2.2,67%,2,50%,0%,0
Shannon,Gugerty,n/a,"5' 10""",155 lbs.,"71.0""",Orthodox,14,6,0,n/a,1.25,39%,1.88,58%,2.13,27%,50%,3.4
Clay,Guida,The Carpenter,"5' 7""",145 lbs.,"70.0""",Orthodox,32,14,0,n/a,2.25,31%,2.44,65%,3.53,38%,69%,0.8
Melvin,Guillard,The Young Assassin,"5' 9""",155 lbs.,"68.0""",Orthodox,48,15,3,n/a,2.96,40%,1.85,66%,1.3,63%,61%,0.2
Chris,Guillen,n/a,"6' 0""",240 lbs.,n/a,Orthodox,13,12,0,n/a,0.82,27%,1.91,36%,0,0%,0%,0
Marcelo,Guimaraes,Magrao,"6' 0""",185 lbs.,"73.0""",Orthodox,9,2,1,n/a,4.67,51%,4.41,62%,1.99,13%,0%,0
Leonardo,Augusto Leleco,Leleco,"6' 0""",185 lbs.,"73.0""",Orthodox,11,3,0,n/a,2.35,56%,2.99,44%,0,0%,52%,1
Brad,Gumm,n/a,"5' 11""",170 lbs.,n/a,Orthodox,10,6,1,n/a,0,0%,0,0%,0,0%,0%,0
John,Gunderson,Quick Guns,"5' 9""",155 lbs.,"69.0""",Orthodox,32,12,2,n/a,1.04,27%,1.71,58%,1.67,33%,11%,2
Jorge,Gurgel,n/a,"5' 7""",155 lbs.,"69.0""",Orthodox,14,9,0,n/a,3.37,32%,3.62,62%,0.81,23%,60%,0.5
Fabio,Gurgel,n/a,"6' 0""",205 lbs.,n/a,Orthodox,3,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Andre,Gusmao,n/a,"6' 0""",205 lbs.,n/a,Orthodox,6,3,0,n/a,2.79,43%,3.28,60%,0,0%,60%,0
Alexander,Gustafsson,The Mauler,"6' 5""",205 lbs.,"79.0""",Orthodox,17,4,0,n/a,4.12,40%,3.63,50%,1.93,40%,86%,0.6
Justin,Guthrie,n/a,"6' 1""",170 lbs.,n/a,n/a,18,8,0,n/a,0.16,33%,3.74,14%,2.44,25%,0%,4.9
Horacio,Gutierrez,The Punisher,"5' 10""",145 lbs.,"69.0""",n/a,3,3,0,n/a,0.86,26%,2.91,46%,0,0%,50%,0
Mike,Guymon,The Joker,"6' 0""",170 lbs.,"74.0""",Orthodox,12,5,1,n/a,2.75,65%,0.79,66%,1.87,37%,54%,1.2
Keith,Hackney,The Giant Killer,"5' 11""",200 lbs.,n/a,Sideways,2,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Steve,Hadsel,n/a,"5' 8""",170 lbs.,n/a,n/a,3,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Damir,Hadzovic,The Bosnian Bomber,"5' 9""",155 lbs.,"70.0""",Orthodox,10,3,0,n/a,2.95,25%,6.7,57%,0,0%,0%,0
Tim,Hague,The Trashing Machine,"6' 4""",260 lbs.,"76.0""",Orthodox,13,5,0,n/a,2.79,47%,4.14,46%,1.72,33%,85%,0.9
Stoney,Hale,The Skuller,"6' 0""",n/a,n/a,n/a,4,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Kevin,Haley,The North Woods Nightmare,"6' 2""",205 lbs.,n/a,n/a,4,3,0,n/a,0.87,59%,0.87,64%,3,100%,0%,2
Mark,Hall,n/a,"6' 0""",190 lbs.,n/a,Orthodox,5,6,0,n/a,0,0%,0,0%,0,0%,0%,0
Uriah,Hall,Prime Time,"6' 0""",185 lbs.,"79.0""",Orthodox,13,8,0,n/a,3.11,52%,2.95,55%,1.07,41%,72%,0.3
Ryan,Hall,The Wizard,"5' 10""",145 lbs.,"71.0""",n/a,6,1,0,n/a,2.3,43%,0.47,73%,0.5,20%,0%,0.5
Dennis,Hallman,Superman,"5' 9""",155 lbs.,"72.0""",Orthodox,67,14,2,n/a,1.12,44%,1.96,43%,1.79,30%,25%,2.1
Piotr,Hallmann,Pletwal,"5' 9""",155 lbs.,"71.0""",Orthodox,15,5,0,n/a,3.98,45%,3.17,58%,2.55,44%,70%,0.4
Tony,Halme,n/a,"6' 3""",300 lbs.,n/a,Orthodox,0,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Brandon,Halsey,Bull,"6' 0""",185 lbs.,n/a,n/a,9,1,0,n/a,1.74,47%,0.87,65%,4.98,53%,100%,1.2
John,Halverson,The Hurricane,"5' 9""",155 lbs.,n/a,Southpaw,16,7,0,n/a,2.94,43%,5.29,47%,0,0%,66%,2
Seohee,Ham,n/a,"5' 2""",115 lbs.,"62.0""",Southpaw,16,8,0,n/a,4.2,39%,5.15,61%,0,0%,66%,0.2
Frank,Hamaker,n/a,n/a,n/a,n/a,n/a,1,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Kazuhiro,Hamanaka,n/a,"6' 0""",185 lbs.,n/a,Southpaw,5,7,1,n/a,1.7,37%,0.91,60%,0,0%,50%,0
Matt,Hamill,The Hammer,"6' 1""",205 lbs.,"76.0""",Orthodox,12,5,0,n/a,3.69,42%,3.8,61%,3,34%,91%,0
Jeremy,Hamilton,Hawk,n/a,185 lbs.,n/a,n/a,8,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Anthony,Hamilton,Freight Train,"6' 5""",260 lbs.,"76.0""",Orthodox,15,6,0,n/a,4.51,71%,2.89,41%,3.05,52%,83%,0
Jared,Hamman,The Messenger,"6' 3""",185 lbs.,"75.0""",Orthodox,13,6,0,n/a,5.15,42%,3.93,55%,1.57,46%,30%,0
James,Hammortree,The Sledge,"6' 3""",185 lbs.,n/a,Orthodox,6,2,0,n/a,1.93,30%,4.13,44%,2,50%,100%,1
Dean,Hancock,n/a,n/a,155 lbs.,n/a,n/a,2,0,0,n/a,7.97,63%,1.94,67%,1.71,33%,75%,1.7
Joachim,Hansen,Hellboy,"5' 7""",150 lbs.,n/a,Southpaw,22,11,1,n/a,2.01,43%,2.04,58%,2.21,58%,34%,1.9
Antoni,Hardonk,n/a,"6' 4""",245 lbs.,"78.0""",Orthodox,8,6,0,n/a,3.4,61%,3.07,46%,0,0%,40%,0.9
Dan,Hardy,The Outlaw,"6' 0""",170 lbs.,"74.0""",Orthodox,25,10,0,n/a,2.46,35%,3.44,51%,0.73,35%,35%,0.4
Baru,Harn,Seiryu,n/a,265 lbs.,n/a,n/a,1,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Scott,Harper,n/a,"6' 0""",185 lbs.,n/a,Orthodox,12,7,0,n/a,1.3,54%,4.98,47%,3.25,100%,0%,0
Gerry,Harris,n/a,"6' 8""",270 lbs.,n/a,Orthodox,1,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Gerald,Harris,n/a,"5' 11""",185 lbs.,"77.0""",Southpaw,19,4,0,n/a,1.41,29%,1.58,62%,2.96,54%,72%,0
Phil,Harris,Billy,"5' 4""",125 lbs.,"64.0""",Orthodox,22,12,0,n/a,2.34,26%,3.16,68%,1.76,21%,60%,0
Walt,Harris,The Big Ticket,"6' 5""",250 lbs.,"77.0""",Southpaw,8,5,0,n/a,2.36,34%,3.17,61%,0,0%,80%,0.3
Dhafir,Harris,Dada 5000,n/a,257 lbs.,n/a,n/a,2,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Collin,Hart,n/a,"6' 1""",185 lbs.,"76.0""",Orthodox,4,2,1,n/a,6.33,44%,7.53,51%,2,16%,50%,0
Dale,Hartt,n/a,"5' 10""",155 lbs.,"69.0""",Orthodox,6,3,0,n/a,1.14,35%,1.55,66%,1.22,100%,25%,2.5
Luke,Hartwig,n/a,n/a,n/a,n/a,n/a,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Clay,Harvison,Bushwacker,"6' 1""",170 lbs.,"74.0""",n/a,9,3,0,n/a,3.29,48%,3.91,58%,0.66,100%,68%,1.3
Hidehiko,Hasegawa,n/a,"5' 9""",170 lbs.,n/a,n/a,19,15,6,n/a,0,0%,0,0%,0,0%,0%,0
Chris,Haseman,The Hammer,"5' 11""",205 lbs.,n/a,Orthodox,20,16,0,n/a,0.93,70%,4.67,28%,0,0%,40%,2
Takayo,Hashi,n/a,"5' 4""",135 lbs.,n/a,Orthodox,13,4,0,n/a,2.84,26%,6.56,61%,0,0%,0%,0
Tomohiko,Hashimoto,n/a,"6' 0""",250 lbs.,n/a,Orthodox,1,4,0,n/a,0,0%,11.67,30%,0,0%,0%,0
Justin,Haskins,n/a,"5' 10""",170 lbs.,n/a,Orthodox,7,6,0,n/a,1.51,33%,2.65,54%,1.62,40%,52%,0.8
Hayder,Hassan,Hulk,"5' 10""",170 lbs.,"70.0""",n/a,6,3,0,n/a,2.11,46%,3.16,48%,0,0%,25%,0
Daiki,Hata,DJ Taiki,"5' 6""",139 lbs.,n/a,Orthodox,11,9,4,n/a,1.44,39%,1.42,55%,0.67,100%,35%,0.7
John,Hathaway,The Hitman,"6' 1""",170 lbs.,"75.0""",Orthodox,17,2,0,n/a,3.4,40%,1.8,62%,2.61,43%,60%,0.9
Chris,Hawk,n/a,"6' 1""",205 lbs.,n/a,n/a,4,8,0,n/a,0,0%,0,0%,0,0%,0%,0
Del,Hawkins,The Filipino Delight,"5' 5""",135 lbs.,n/a,Orthodox,22,15,0,n/a,1.15,27%,2.01,46%,0,0%,0%,0
Tommy,Hayden,Wild Card,"5' 9""",145 lbs.,"72.0""",Southpaw,8,2,0,n/a,1.48,27%,2.05,55%,3.42,33%,66%,0
Mike,Hayes,n/a,"6' 4""",230 lbs.,n/a,Orthodox,16,4,1,n/a,4.87,55%,1.47,77%,0,0%,75%,4
Ryan,Hayes,n/a,n/a,n/a,n/a,n/a,2,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Gerric,Hayes,n/a,"5' 10""",n/a,n/a,n/a,7,8,0,n/a,0,0%,0,0%,0,0%,0%,0
Josh,Haynes,Bring the Pain,"5' 9""",170 lbs.,n/a,Orthodox,14,11,0,n/a,1.25,22%,4.03,52%,0.94,18%,42%,0
Dustin,Hazelett,McLovin,"6' 1""",170 lbs.,"76.0""",Orthodox,12,7,0,n/a,2.24,40%,3.51,46%,0.55,50%,25%,4.1
James,Head,n/a,"6' 1""",170 lbs.,"73.0""",Orthodox,9,4,0,n/a,2.75,48%,3.11,49%,0.41,100%,66%,0.8
Pat,Healy,Bam Bam,"6' 0""",155 lbs.,"74.0""",Orthodox,31,19,0,n/a,2.57,36%,2.57,50%,3.08,37%,55%,1.1
Ryan,Healy,The Irish Assassin,"6' 1""",155 lbs.,n/a,Orthodox,19,9,1,n/a,1.67,35%,3,38%,3,50%,40%,1
Spencer,Hearns,n/a,"5' 11""",185 lbs.,n/a,n/a,1,0,0,n/a,0,0%,0,0%,0,0%,0%,0
David,Heath,n/a,"5' 11""",205 lbs.,"72.0""",Orthodox,16,7,0,n/a,1.48,30%,5.16,49%,0.33,50%,57%,1
Chris,Heatherly,Stump,"5' 9""",155 lbs.,"68.0""",Orthodox,9,3,0,n/a,1.08,45%,2.67,52%,3.39,50%,100%,0.7
Jake,Hecht,Hitman,"6' 0""",170 lbs.,"76.0""",Orthodox,11,4,0,n/a,3.26,47%,2.76,56%,2.04,37%,40%,0
Nick,Hein,Sergeant,"5' 6""",155 lbs.,"66.0""",Southpaw,14,2,0,n/a,2.6,38%,2.65,65%,1,33%,90%,0
Marcin,Held,n/a,"5' 9""",155 lbs.,"71.0""",Orthodox,22,5,0,n/a,1.09,40%,2.4,32%,0.88,23%,25%,1.8
Delson,Heleno,Pe De Chumbo,"5' 11""",185 lbs.,n/a,Orthodox,23,7,0,n/a,0.69,75%,4.83,19%,0,0%,0%,0
Matt,Helm,n/a,n/a,155 lbs.,n/a,n/a,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Elisha,Helsper,Knuckles,"5' 6""",135 lbs.,n/a,Orthodox,0,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Dan,Henderson,Hendo,"5' 11""",185 lbs.,"74.0""",Orthodox,32,15,0,n/a,2.44,47%,2.7,51%,1.52,52%,57%,0.3
Benson,Henderson,Smooth,"5' 9""",170 lbs.,"70.0""",Southpaw,23,5,0,n/a,2.93,45%,1.79,63%,2.4,45%,63%,0.8
Ron,Henderson,n/a,"5' 10""",125 lbs.,n/a,n/a,3,1,0,n/a,2.53,25%,3.6,48%,1,20%,0%,0
Josh,Hendricks,n/a,"6' 2""",235 lbs.,n/a,Southpaw,18,7,0,n/a,0.98,20%,11.8,29%,0,0%,0%,0
Johny,Hendricks,Bigg Rigg,"5' 9""",170 lbs.,"69.0""",Southpaw,17,6,0,n/a,3.51,46%,3.91,53%,4.26,48%,60%,0.4
Cory,Hendricks,n/a,"6' 3""",205 lbs.,n/a,n/a,3,1,0,n/a,3.13,39%,4.07,42%,0,0%,100%,0
Luis,Henrique,KLB,"6' 2""",243 lbs.,"74.0""",Orthodox,10,2,0,n/a,1.93,53%,1.45,54%,4.13,42%,100%,1.6
Henrique,da Silva,Frankenstein,"6' 3""",205 lbs.,"76.0""",Orthodox,12,1,0,n/a,5.45,59%,5.68,45%,0.58,33%,33%,0.6
TJ,Hepburn,The Carnivore,"5' 7""",155 lbs.,n/a,n/a,4,2,0,n/a,0.73,37%,0.13,81%,2,40%,60%,0
Ed,Herman,Short Fuse,"6' 1""",205 lbs.,"77.0""",Orthodox,24,12,0,n/a,3.11,51%,2.79,42%,2.75,51%,67%,1.2
Dave,Herman,n/a,"6' 4""",242 lbs.,"76.0""",Orthodox,21,6,0,n/a,4.98,60%,3.78,48%,1.49,100%,58%,0
